2 1 0 0.9 0.9 0 0.850487 9.81959e-09 0.149513 0.850487 9.81959e-09 0.149513 0.367879 0 0.622158 0 0.788958 0 
1 1 0 0.94 0.94 0 0.850487 3.51235e-16 0.149513 0.850487 3.51235e-16 0.149513 0.367879 0 0.643687 0 0.788958 0 
1 1 0 0.98 0.98 0 0.850487 -1.13892e-29 0.149513 0.850487 -1.13892e-29 0.149513 0.367879 0 0.665962 0 0.788958 0 
1 1 0 1.06 1.06 0 0.850487 9.36772e-30 0.149513 0.850487 9.36772e-30 0.149513 0.367879 0 0.71285 0 0.788958 0 
1 1 0 1.22 1.22 0 0.850487 1.05327e-32 0.149513 0.850487 1.05327e-32 0.149513 0.367879 0 0.816763 0 0.788958 0 
1 1 0 1.45799 1.45799 0 0.850487 -5.27626e-33 0.149513 0.850487 -5.27626e-33 0.149513 0.367879 0 1 0 0.788958 0 
2 1 0 1.77799 1.77799 0 0.850487 9.74858e-33 0.149513 0.850487 9.74858e-33 0.149513 0.367879 0 1.31279 0 0.788958 0 
2 1 0 2.27799 2.27799 0 0.850487 5.01017e-34 0.149513 0.850487 5.01017e-34 0.149513 0.367879 0 2.00852 0 0.788958 0 
2 2 0 1.45799 1.45799 0 0.850487 -5.27626e-33 0.149513 0.850487 -5.27626e-33 0.149513 0.367879 0 2.00852 0 0.788958 0 
2 2 0 1.4312 1.4312 0 0.866443 -0.00358327 0.138 0.866443 -0.00358327 0.138 0.367879 0 2.00852 0 0.788958 0 
2 2 0 1.41527 1.41527 0 0.876156 -0.00575799 0.130984 0.876156 -0.00575799 0.130984 0.370254 0 0.762535 0 1.03304 0 
2 2 0 1.39797 1.39797 0 0.886998 -0.00818097 0.123146 0.886998 -0.00818097 0.123146 0.371279 0 0.752945 0 1.04506 0 
2 2 0 1.36388 1.36388 0 0.909172 -0.0131264 0.107105 0.909172 -0.0131264 0.107105 0.37343 0 0.735058 0 1.06725 0 
2 2 0 1.31403 1.31403 0 0.94366 -0.0208134 0.0821484 0.94366 -0.0208134 0.0821484 0.376946 0 0.710087 0 1.09715 0 
2 2 0 1.24234 1.24234 0 0.99812 -0.0330283 0.0428351 0.99812 -0.0330283 0.0428351 0.3831 0 0.673933 0 1.13663 0 
2 2 0 1.14207 1.14207 0 1.08575 -0.0532597 -0.0197054 1.08575 -0.0532597 -0.0197054 0.395745 0 0.616273 0 1.1872 0 
2 2 0 1.04213 1.04213 0 1.18987 -0.0791649 -0.0917029 1.18987 -0.0791649 -0.0917029 0.42415 0 0.532522 0 1.2331 0 
2 2 0 0.944352 0.944352 35.9098 1.31307 -0.114532 -0.17105 1.31307 -0.114532 -0.17105 0.44051 0.077873 0.44051 -0.077873 1.27175 0 
2 2 0 0.85023 0.85023 23.2805 1.45843 -0.168349 -0.249676 1.45843 -0.168349 -0.249676 0.382856 0.105914 0.382856 -0.105914 1.29358 0 
2 2 0 0.763198 0.763198 23.2805 1.62474 -0.270783 -0.288971 1.62474 -0.270783 -0.288971 0.381145 0 1.24743 0 0.190883 0 
2 2 0 0.737396 0.737396 23.2805 1.68159 -0.349741 -0.247916 1.68159 -0.349741 -0.247916 0.45842 0 1.13782 0 0.0431492 0 
2 2 0 0.732504 0.732504 23.2805 1.69282 -0.40663 -0.188602 1.69282 -0.40663 -0.188602 0.535759 0 0.00437065 0 1 0 
1 2 0 0.737894 0.737894 29.9798 1.68046 -0.468128 -0.0999798 1.68046 -0.468128 -0.0999798 0.720983 0.153356 0.720983 -0.153356 1.5991e-06 0 
1 2 0 0.744147 0.744147 18.0159 1.66634 -0.497058 -0.0499849 1.66634 -0.497058 -0.0499849 0.693701 0.252245 0.693701 -0.252245 9.02163e-14 0 
1 2 0 0.748292 0.748292 15.4704 1.65711 -0.511851 -0.0224116 1.65711 -0.511851 -0.0224116 0.678309 0.291708 0.678309 -0.291708 1.2735e-31 0 
1 2 0 0.73561 0.73561 73.9384 1.68566 -0.453307 -0.123559 1.68566 -0.453307 -0.123559 0.73361 0.0624917 0.73361 -0.0624917 3.88932e-05 0 
